,subject_term,housing,bikes,homelessness,dogs,parks,construction,traffic,transit,noise,energy,climate,infrastructure,safety,arts,childcare,democracy,cost of living,healthcare,equity,business,max_val,max_cat,count
4376,the ex,0.009,0.008,0.000,0.001,0.037,0.064,0.004,0.038,0.003,0.066,0.062,0.203,0.018,0.006,0.000,0.001,0.031,0.023,0.061,0.009,0.203,infrastructure,62
3822,school cafeterias,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.006,0.000,0.000,0.001,0.001,0.000,0.203,0.002,0.203,equity,201
1045,community service volunteers awards,0.004,0.018,0.002,0.001,0.203,0.005,0.005,0.136,0.000,0.018,0.012,0.010,0.057,0.001,0.144,0.025,0.001,0.056,0.088,0.000,0.203,parks,32
2630,march break programs,0.008,0.002,0.010,0.002,0.005,0.020,0.007,0.203,0.040,0.050,0.007,0.075,0.067,0.006,0.002,0.009,0.012,0.011,0.017,0.093,0.203,transit,4
1095,consultation,0.045,0.013,0.007,0.009,0.046,0.001,0.007,0.047,0.000,0.029,0.104,0.022,0.089,0.006,0.003,0.170,0.140,0.097,0.067,0.203,0.203,business,269
2467,learning opportunities for adults,0.003,0.037,0.001,0.003,0.065,0.064,0.010,0.106,0.001,0.204,0.190,0.001,0.139,0.198,0.001,0.069,0.011,0.036,0.100,0.004,0.204,energy,21
4551,tree cover,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.001,0.000,0.000,0.002,0.000,0.204,0.006,0.001,0.002,0.001,0.002,0.013,0.001,0.204,safety,14
3090,paternity leave,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.001,0.010,0.001,0.000,0.008,0.178,0.204,0.204,business,6
4661,valleylands,0.022,0.009,0.001,0.002,0.001,0.004,0.016,0.016,0.000,0.003,0.124,0.028,0.185,0.006,0.005,0.003,0.204,0.002,0.032,0.011,0.204,cost of living,6
1008,community & life (sc),0.005,0.005,0.001,0.001,0.046,0.001,0.003,0.016,0.001,0.004,0.006,0.001,0.204,0.003,0.010,0.010,0.011,0.002,0.068,0.000,0.204,safety,40
4225,studies,0.016,0.005,0.014,0.009,0.004,0.001,0.004,0.030,0.000,0.153,0.162,0.055,0.195,0.007,0.001,0.079,0.204,0.025,0.148,0.120,0.204,cost of living,94
4274,surveillance alerts,0.172,0.018,0.003,0.006,0.030,0.011,0.002,0.122,0.000,0.012,0.008,0.061,0.207,0.001,0.002,0.003,0.003,0.009,0.045,0.028,0.207,safety,32
4653,vacant space,0.164,0.011,0.020,0.003,0.112,0.002,0.003,0.139,0.002,0.007,0.062,0.003,0.207,0.052,0.036,0.018,0.012,0.065,0.051,0.027,0.207,safety,16
1687,faith communities,0.001,0.000,0.000,0.000,0.001,0.002,0.000,0.003,0.000,0.001,0.001,0.000,0.090,0.000,0.010,0.000,0.002,0.001,0.207,0.000,0.207,equity,17
1460,ecosystems,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.005,0.000,0.001,0.207,0.005,0.004,0.000,0.001,0.000,0.000,0.000,0.076,0.000,0.207,climate,17
1612,environmental spills,0.002,0.002,0.000,0.001,0.007,0.001,0.006,0.008,0.001,0.005,0.207,0.004,0.012,0.000,0.001,0.000,0.000,0.000,0.006,0.000,0.207,climate,13
3462,public opinion polls,0.009,0.003,0.018,0.003,0.003,0.007,0.002,0.030,0.001,0.095,0.123,0.004,0.207,0.001,0.003,0.057,0.162,0.039,0.121,0.006,0.207,safety,33
2419,landforms,0.006,0.002,0.001,0.002,0.207,0.056,0.001,0.011,0.000,0.002,0.031,0.130,0.055,0.009,0.002,0.018,0.009,0.005,0.082,0.012,0.207,parks,5
282,airports,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.004,0.000,0.000,0.054,0.207,0.001,0.000,0.001,0.001,0.000,0.016,0.011,0.207,safety,77
4297,syringes (waste),0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.007,0.207,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.207,noise,3
3996,slogans,0.012,0.001,0.003,0.002,0.009,0.002,0.005,0.108,0.002,0.045,0.008,0.002,0.208,0.000,0.005,0.028,0.056,0.020,0.046,0.012,0.208,safety,2
1920,geriatric,0.034,0.003,0.001,0.004,0.031,0.002,0.004,0.014,0.005,0.003,0.006,0.003,0.022,0.000,0.000,0.000,0.032,0.208,0.002,0.000,0.208,healthcare,102
4000,smartphones,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.004,0.001,0.001,0.001,0.000,0.208,0.000,0.001,0.001,0.001,0.001,0.009,0.009,0.208,safety,9
3435,provincial plaques,0.007,0.000,0.000,0.001,0.048,0.004,0.001,0.011,0.000,0.005,0.008,0.209,0.191,0.025,0.000,0.003,0.075,0.001,0.144,0.107,0.209,infrastructure,45
4713,voice communication system,0.006,0.001,0.003,0.001,0.018,0.002,0.037,0.106,0.001,0.000,0.006,0.003,0.209,0.001,0.013,0.050,0.008,0.039,0.074,0.096,0.209,safety,40
4070,special committees,0.076,0.003,0.017,0.002,0.011,0.057,0.003,0.047,0.002,0.161,0.086,0.118,0.209,0.082,0.017,0.015,0.125,0.149,0.081,0.029,0.209,safety,757
1131,cooking classe,0.000,0.000,0.000,0.002,0.001,0.000,0.001,0.001,0.000,0.003,0.002,0.001,0.004,0.003,0.001,0.001,0.002,0.000,0.074,0.210,0.210,business,2
1157,council committee structure,0.012,0.002,0.012,0.002,0.012,0.004,0.004,0.026,0.000,0.090,0.034,0.035,0.210,0.023,0.009,0.082,0.051,0.066,0.165,0.076,0.210,safety,47
3004,outreach workers,0.004,0.007,0.034,0.002,0.017,0.000,0.006,0.042,0.001,0.030,0.072,0.001,0.086,0.026,0.019,0.049,0.007,0.046,0.210,0.001,0.210,equity,5
3905,sexual orientation,0.211,0.001,0.000,0.001,0.017,0.005,0.000,0.027,0.000,0.001,0.000,0.001,0.000,0.007,0.001,0.000,0.001,0.001,0.001,0.000,0.211,housing,3
3171,persons with disabilities,0.078,0.003,0.000,0.000,0.008,0.006,0.001,0.111,0.001,0.002,0.001,0.000,0.007,0.004,0.002,0.001,0.002,0.043,0.211,0.001,0.211,equity,276
4583,twin city alliances,0.087,0.007,0.000,0.001,0.018,0.024,0.005,0.029,0.002,0.019,0.007,0.035,0.211,0.041,0.003,0.004,0.040,0.006,0.067,0.138,0.211,safety,23
630,bridge clubs,0.001,0.000,0.000,0.000,0.001,0.014,0.001,0.003,0.000,0.006,0.003,0.017,0.053,0.006,0.001,0.002,0.008,0.000,0.211,0.006,0.211,equity,4
3512,racial discrimination,0.211,0.000,0.000,0.000,0.018,0.000,0.000,0.041,0.000,0.000,0.000,0.002,0.000,0.000,0.002,0.000,0.000,0.001,0.000,0.000,0.211,housing,77
2661,media contacts,0.051,0.027,0.012,0.011,0.017,0.087,0.040,0.212,0.002,0.103,0.068,0.047,0.185,0.040,0.029,0.059,0.138,0.089,0.145,0.031,0.212,transit,62
747,candidates,0.028,0.004,0.006,0.001,0.014,0.050,0.003,0.103,0.000,0.133,0.053,0.041,0.186,0.163,0.018,0.168,0.090,0.133,0.213,0.026,0.213,equity,133
1166,council structure,0.001,0.001,0.007,0.002,0.001,0.004,0.002,0.017,0.000,0.025,0.015,0.006,0.214,0.001,0.009,0.061,0.026,0.072,0.132,0.132,0.214,safety,47
2433,language lines,0.004,0.002,0.004,0.006,0.005,0.030,0.009,0.065,0.000,0.003,0.005,0.001,0.214,0.001,0.008,0.019,0.009,0.013,0.117,0.060,0.214,safety,14
277,airline schedules,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.001,0.001,0.000,0.014,0.215,0.215,business,1
1796,flag raising,0.002,0.002,0.003,0.002,0.028,0.007,0.039,0.041,0.001,0.071,0.049,0.082,0.208,0.069,0.002,0.055,0.215,0.140,0.076,0.154,0.215,cost of living,7
1845,foodshare,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.001,0.000,0.001,0.001,0.000,0.007,0.000,0.000,0.002,0.002,0.000,0.215,0.001,0.215,equity,22
381,assessment appeals,0.098,0.012,0.030,0.009,0.057,0.004,0.007,0.117,0.000,0.112,0.197,0.071,0.161,0.076,0.017,0.040,0.215,0.104,0.130,0.138,0.215,cost of living,43
3985,ski centers,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.004,0.004,0.039,0.215,0.001,0.000,0.001,0.012,0.001,0.021,0.024,0.215,safety,2
2816,municipal parking lots,0.000,0.003,0.000,0.001,0.006,0.000,0.000,0.000,0.003,0.000,0.000,0.085,0.215,0.000,0.000,0.000,0.001,0.000,0.043,0.055,0.215,safety,116
1084,conservation authorities,0.000,0.007,0.000,0.007,0.215,0.000,0.001,0.013,0.002,0.001,0.004,0.001,0.169,0.001,0.000,0.001,0.001,0.000,0.073,0.001,0.215,parks,92
4692,video recordings,0.176,0.016,0.029,0.017,0.065,0.036,0.047,0.191,0.000,0.061,0.082,0.082,0.216,0.012,0.047,0.072,0.144,0.131,0.184,0.172,0.216,safety,14
2775,multi faith,0.016,0.004,0.001,0.002,0.022,0.028,0.014,0.075,0.000,0.217,0.014,0.011,0.090,0.002,0.009,0.003,0.029,0.002,0.092,0.001,0.217,energy,31
4159,stormwater ponds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.001,0.217,0.084,0.000,0.000,0.000,0.000,0.000,0.003,0.002,0.217,infrastructure,7
2934,official languages,0.019,0.002,0.007,0.002,0.008,0.048,0.007,0.052,0.001,0.015,0.002,0.002,0.218,0.001,0.002,0.028,0.051,0.004,0.118,0.031,0.218,safety,24
1347,disasters,0.006,0.002,0.059,0.009,0.001,0.001,0.044,0.021,0.007,0.011,0.218,0.091,0.001,0.000,0.001,0.000,0.007,0.000,0.005,0.000,0.218,climate,34
1156,council chambers,0.000,0.000,0.005,0.002,0.000,0.002,0.000,0.001,0.000,0.007,0.015,0.003,0.196,0.001,0.001,0.078,0.047,0.005,0.218,0.134,0.218,equity,11
2692,mentally challenged,0.209,0.006,0.000,0.003,0.035,0.018,0.012,0.162,0.003,0.013,0.017,0.005,0.005,0.008,0.007,0.003,0.002,0.218,0.012,0.000,0.218,healthcare,5
3670,rescue operations,0.000,0.001,0.001,0.016,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.219,0.000,0.000,0.001,0.001,0.000,0.013,0.004,0.219,safety,259
2501,lgbt,0.128,0.004,0.001,0.001,0.032,0.084,0.104,0.219,0.002,0.186,0.024,0.037,0.099,0.009,0.007,0.001,0.059,0.015,0.089,0.041,0.219,transit,72
2104,historical sites,0.004,0.000,0.000,0.000,0.000,0.001,0.000,0.005,0.000,0.000,0.001,0.001,0.004,0.000,0.000,0.002,0.001,0.000,0.219,0.000,0.219,equity,114
4286,sustainable development standards,0.219,0.002,0.001,0.001,0.068,0.015,0.002,0.019,0.000,0.218,0.059,0.074,0.003,0.000,0.003,0.004,0.004,0.002,0.023,0.001,0.219,housing,79
4313,taxation,0.014,0.012,0.005,0.004,0.009,0.001,0.003,0.021,0.001,0.003,0.002,0.156,0.004,0.000,0.000,0.000,0.194,0.000,0.001,0.219,0.219,business,70
1029,community festivals,0.001,0.006,0.000,0.004,0.003,0.000,0.000,0.002,0.003,0.090,0.005,0.001,0.006,0.220,0.001,0.058,0.004,0.000,0.208,0.000,0.220,arts,649
3540,rats,0.126,0.003,0.030,0.000,0.020,0.173,0.023,0.212,0.012,0.029,0.061,0.112,0.009,0.122,0.078,0.000,0.220,0.139,0.013,0.089,0.220,cost of living,2
3901,sexism,0.220,0.009,0.001,0.006,0.041,0.012,0.009,0.087,0.002,0.001,0.001,0.054,0.000,0.001,0.019,0.000,0.001,0.014,0.000,0.015,0.220,housing,10
1724,festivals,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.001,0.005,0.001,0.000,0.001,0.220,0.000,0.002,0.001,0.000,0.020,0.000,0.220,arts,649
3347,primary education,0.000,0.008,0.000,0.009,0.001,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.002,0.000,0.005,0.006,0.002,0.000,0.222,0.000,0.222,equity,9
3870,service recognition,0.002,0.009,0.001,0.006,0.028,0.001,0.039,0.107,0.000,0.008,0.018,0.151,0.160,0.007,0.008,0.028,0.001,0.222,0.045,0.137,0.222,healthcare,37
1697,farmer,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.003,0.001,0.000,0.001,0.051,0.000,0.222,0.001,0.222,equity,13
2101,historical items,0.085,0.003,0.000,0.003,0.002,0.002,0.001,0.037,0.000,0.004,0.014,0.004,0.011,0.001,0.000,0.006,0.001,0.001,0.223,0.001,0.223,equity,5
4177,street banners,0.002,0.001,0.004,0.002,0.001,0.006,0.100,0.039,0.000,0.011,0.007,0.039,0.223,0.029,0.001,0.043,0.041,0.002,0.091,0.182,0.223,safety,6
82,Pan American Games,0.015,0.052,0.000,0.006,0.007,0.010,0.001,0.052,0.005,0.223,0.007,0.006,0.188,0.184,0.001,0.066,0.014,0.001,0.167,0.000,0.223,energy,39
2464,learning disabled,0.157,0.032,0.008,0.010,0.069,0.037,0.029,0.224,0.035,0.083,0.092,0.036,0.057,0.044,0.065,0.005,0.009,0.020,0.008,0.002,0.224,transit,5
3380,programs,0.008,0.001,0.003,0.001,0.011,0.004,0.001,0.018,0.000,0.082,0.037,0.003,0.092,0.225,0.022,0.056,0.015,0.135,0.056,0.010,0.225,arts,445
3834,scrap metal,0.006,0.004,0.001,0.000,0.001,0.225,0.001,0.080,0.002,0.002,0.001,0.004,0.053,0.080,0.000,0.001,0.011,0.000,0.001,0.113,0.225,construction,1
4611,urban design,0.194,0.019,0.000,0.002,0.226,0.001,0.022,0.012,0.000,0.001,0.000,0.026,0.033,0.001,0.000,0.001,0.034,0.000,0.058,0.000,0.226,parks,183
2673,medical waste,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.226,0.000,0.000,0.226,healthcare,1
2103,historical preservation,0.025,0.001,0.000,0.002,0.003,0.000,0.000,0.001,0.000,0.001,0.001,0.001,0.002,0.000,0.000,0.001,0.000,0.000,0.226,0.000,0.226,equity,1038
4942,youth at risk,0.074,0.032,0.047,0.001,0.026,0.034,0.003,0.226,0.001,0.029,0.015,0.001,0.002,0.013,0.175,0.002,0.014,0.009,0.009,0.000,0.226,transit,46
191,accidental spills,0.226,0.004,0.001,0.001,0.098,0.012,0.028,0.202,0.003,0.187,0.009,0.120,0.052,0.025,0.127,0.004,0.007,0.018,0.016,0.002,0.226,housing,13
4564,trees on private property,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.227,0.006,0.000,0.003,0.001,0.000,0.100,0.000,0.227,safety,374
557,births,0.019,0.001,0.000,0.002,0.005,0.001,0.001,0.001,0.001,0.004,0.001,0.002,0.004,0.005,0.011,0.016,0.003,0.227,0.060,0.004,0.227,healthcare,1
4856,watersheds,0.003,0.000,0.001,0.000,0.000,0.000,0.001,0.004,0.000,0.009,0.018,0.002,0.227,0.001,0.001,0.013,0.010,0.008,0.071,0.002,0.227,safety,12
2348,inuit,0.043,0.001,0.002,0.001,0.004,0.007,0.002,0.097,0.013,0.057,0.029,0.003,0.228,0.055,0.010,0.000,0.158,0.000,0.033,0.001,0.228,safety,216
1629,ethnicity,0.118,0.002,0.002,0.012,0.030,0.014,0.003,0.066,0.002,0.004,0.000,0.002,0.004,0.006,0.006,0.001,0.002,0.002,0.228,0.000,0.228,equity,14
4907,wireless hotspot,0.001,0.000,0.000,0.001,0.003,0.000,0.003,0.007,0.000,0.228,0.000,0.025,0.011,0.001,0.000,0.000,0.001,0.002,0.009,0.001,0.228,energy,26
146,[organizations in government],0.000,0.000,0.001,0.000,0.001,0.000,0.001,0.001,0.000,0.003,0.002,0.001,0.072,0.000,0.000,0.229,0.005,0.000,0.051,0.001,0.229,democracy,8
2486,legislation,0.002,0.001,0.005,0.001,0.001,0.000,0.001,0.008,0.000,0.004,0.001,0.002,0.148,0.000,0.000,0.033,0.094,0.005,0.097,0.229,0.229,business,201
4285,sustainable development,0.106,0.007,0.000,0.002,0.127,0.005,0.001,0.018,0.000,0.229,0.050,0.093,0.002,0.000,0.003,0.004,0.005,0.001,0.034,0.001,0.229,energy,61
2930,office of the mayor,0.000,0.002,0.001,0.001,0.000,0.000,0.002,0.000,0.006,0.013,0.003,0.002,0.069,0.001,0.000,0.168,0.006,0.000,0.230,0.113,0.230,equity,13
3291,pools,0.003,0.000,0.000,0.000,0.012,0.002,0.003,0.062,0.001,0.007,0.009,0.001,0.230,0.000,0.002,0.001,0.006,0.001,0.017,0.077,0.230,safety,56
4622,urban planning districts,0.055,0.004,0.001,0.001,0.004,0.002,0.018,0.005,0.001,0.002,0.001,0.054,0.079,0.000,0.001,0.002,0.013,0.000,0.230,0.001,0.230,equity,17
809,certificate of identity,0.040,0.003,0.001,0.002,0.036,0.006,0.007,0.167,0.000,0.011,0.005,0.020,0.052,0.033,0.001,0.051,0.001,0.037,0.132,0.231,0.231,business,3
3733,rivers,0.000,0.001,0.001,0.000,0.001,0.001,0.231,0.048,0.000,0.005,0.001,0.009,0.004,0.004,0.001,0.001,0.016,0.000,0.009,0.002,0.231,traffic,9
676,burial permits,0.002,0.000,0.000,0.004,0.000,0.000,0.001,0.001,0.000,0.001,0.005,0.003,0.231,0.002,0.000,0.006,0.007,0.000,0.075,0.066,0.231,safety,2
3401,property maintenance,0.017,0.006,0.000,0.005,0.059,0.000,0.000,0.000,0.001,0.000,0.002,0.123,0.004,0.000,0.000,0.009,0.002,0.000,0.233,0.011,0.233,equity,60
3222,planning applications,0.046,0.010,0.005,0.003,0.041,0.005,0.059,0.030,0.000,0.087,0.102,0.129,0.201,0.038,0.012,0.039,0.078,0.064,0.083,0.233,0.233,business,219
1002,communicable disease control,0.001,0.000,0.000,0.004,0.002,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.233,0.001,0.000,0.233,healthcare,32
2485,legal matters,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.010,0.000,0.000,0.001,0.001,0.006,0.000,0.000,0.003,0.002,0.000,0.106,0.233,0.233,business,407
1142,cordon count programs,0.029,0.004,0.018,0.003,0.016,0.018,0.021,0.035,0.001,0.036,0.016,0.019,0.070,0.025,0.018,0.011,0.020,0.041,0.039,0.234,0.234,business,31
880,city halls,0.003,0.000,0.002,0.001,0.000,0.004,0.003,0.001,0.018,0.004,0.002,0.020,0.205,0.000,0.000,0.090,0.185,0.001,0.235,0.113,0.235,equity,58
1621,environmentally-sensitive areas,0.012,0.005,0.000,0.003,0.237,0.007,0.003,0.008,0.002,0.001,0.151,0.004,0.030,0.000,0.001,0.000,0.000,0.000,0.003,0.000,0.237,parks,14
2904,nuclea,0.004,0.001,0.008,0.001,0.012,0.036,0.007,0.040,0.237,0.043,0.012,0.015,0.066,0.019,0.015,0.015,0.073,0.036,0.020,0.097,0.237,noise,14
218,adult and community education,0.000,0.011,0.001,0.004,0.011,0.000,0.002,0.002,0.004,0.002,0.025,0.000,0.040,0.001,0.001,0.055,0.014,0.000,0.237,0.000,0.237,equity,21
1028,community events,0.028,0.028,0.003,0.007,0.093,0.018,0.005,0.033,0.002,0.135,0.041,0.004,0.223,0.070,0.054,0.096,0.039,0.013,0.238,0.000,0.238,equity,649
4417,towns,0.239,0.001,0.001,0.000,0.001,0.019,0.012,0.002,0.002,0.003,0.003,0.040,0.169,0.001,0.002,0.030,0.203,0.005,0.146,0.008,0.239,housing,120
3479,public service awards,0.010,0.006,0.001,0.002,0.143,0.020,0.020,0.220,0.000,0.210,0.093,0.150,0.228,0.023,0.009,0.119,0.004,0.240,0.219,0.001,0.240,healthcare,37
1880,garbage bins,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.002,0.002,0.000,0.001,0.240,0.137,0.000,0.000,0.000,0.012,0.000,0.004,0.097,0.240,infrastructure,10
765,careers,0.000,0.002,0.000,0.002,0.001,0.052,0.001,0.015,0.000,0.029,0.003,0.002,0.002,0.021,0.002,0.017,0.001,0.240,0.031,0.139,0.240,healthcare,172
851,chlorination,0.044,0.001,0.010,0.006,0.021,0.003,0.004,0.027,0.001,0.001,0.005,0.110,0.090,0.000,0.004,0.000,0.025,0.012,0.001,0.240,0.240,business,9
236,aerial photograph,0.016,0.014,0.010,0.021,0.053,0.014,0.028,0.198,0.000,0.213,0.014,0.142,0.241,0.059,0.003,0.039,0.097,0.018,0.161,0.082,0.241,safety,1
3178,pests,0.241,0.000,0.001,0.022,0.013,0.001,0.001,0.015,0.009,0.000,0.000,0.015,0.000,0.000,0.002,0.000,0.001,0.000,0.000,0.000,0.241,housing,3
3820,school break camps,0.000,0.001,0.000,0.001,0.001,0.000,0.000,0.001,0.004,0.003,0.000,0.000,0.009,0.002,0.241,0.002,0.000,0.000,0.022,0.000,0.241,childcare,4
1025,community education,0.000,0.011,0.000,0.005,0.007,0.000,0.001,0.001,0.001,0.000,0.004,0.000,0.002,0.001,0.016,0.018,0.001,0.000,0.241,0.000,0.241,equity,21
4127,standing committees,0.105,0.001,0.005,0.002,0.015,0.053,0.002,0.098,0.001,0.069,0.088,0.140,0.242,0.062,0.027,0.092,0.093,0.152,0.215,0.103,0.242,safety,62
2729,mobile application software,0.000,0.000,0.002,0.001,0.026,0.000,0.082,0.243,0.000,0.007,0.103,0.000,0.165,0.000,0.002,0.021,0.003,0.080,0.007,0.007,0.243,transit,14
2868,newsletters,0.082,0.012,0.017,0.010,0.020,0.035,0.008,0.164,0.002,0.164,0.124,0.109,0.243,0.008,0.021,0.076,0.225,0.095,0.178,0.071,0.243,safety,46
439,bank holidays,0.001,0.002,0.000,0.004,0.001,0.001,0.002,0.002,0.011,0.008,0.003,0.018,0.243,0.001,0.004,0.007,0.006,0.000,0.062,0.003,0.243,safety,45
1316,development reviews,0.116,0.015,0.002,0.007,0.004,0.216,0.004,0.020,0.002,0.143,0.025,0.121,0.078,0.008,0.011,0.045,0.023,0.019,0.095,0.243,0.243,business,47
2802,municipal contacts,0.003,0.001,0.002,0.001,0.003,0.002,0.008,0.019,0.000,0.003,0.006,0.005,0.243,0.001,0.002,0.034,0.013,0.005,0.039,0.006,0.243,safety,41
1620,environmentally sensitive lands,0.000,0.001,0.000,0.001,0.243,0.001,0.000,0.001,0.001,0.000,0.037,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.243,parks,14
2498,letters of reference,0.047,0.003,0.004,0.002,0.026,0.060,0.016,0.199,0.000,0.047,0.092,0.050,0.198,0.065,0.010,0.032,0.113,0.082,0.113,0.243,0.243,business,1
2150,hotlines,0.005,0.001,0.019,0.002,0.001,0.004,0.005,0.009,0.003,0.026,0.021,0.013,0.210,0.004,0.001,0.003,0.045,0.103,0.051,0.244,0.244,business,12
3173,persons with special needs,0.104,0.002,0.000,0.000,0.007,0.002,0.001,0.030,0.001,0.003,0.001,0.000,0.002,0.004,0.004,0.000,0.001,0.244,0.022,0.000,0.244,healthcare,276
2797,municipal addresses,0.084,0.001,0.000,0.001,0.000,0.001,0.003,0.006,0.000,0.002,0.003,0.023,0.244,0.000,0.001,0.036,0.014,0.001,0.063,0.001,0.244,safety,23
1184,credit card statements,0.000,0.000,0.000,0.000,0.001,0.002,0.000,0.009,0.001,0.001,0.003,0.002,0.067,0.003,0.000,0.002,0.075,0.001,0.035,0.245,0.245,business,21
680,burying grounds,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.001,0.001,0.003,0.001,0.034,0.000,0.000,0.000,0.003,0.000,0.007,0.245,0.245,business,34
1046,community services,0.014,0.008,0.008,0.003,0.171,0.001,0.017,0.097,0.001,0.001,0.026,0.016,0.184,0.002,0.237,0.046,0.008,0.130,0.247,0.000,0.247,equity,67
2502,liaison committees,0.053,0.004,0.003,0.002,0.016,0.018,0.007,0.066,0.000,0.075,0.050,0.054,0.247,0.052,0.024,0.110,0.057,0.096,0.128,0.114,0.247,safety,757
91,Secondary Plans,0.129,0.012,0.003,0.004,0.060,0.042,0.009,0.126,0.000,0.103,0.042,0.201,0.095,0.054,0.008,0.027,0.036,0.154,0.006,0.247,0.247,business,118
1027,community environment days,0.004,0.039,0.001,0.006,0.247,0.005,0.006,0.016,0.013,0.006,0.184,0.003,0.167,0.007,0.068,0.017,0.010,0.001,0.142,0.000,0.247,parks,14
3917,shinny hockey,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.248,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.000,0.001,0.001,0.248,noise,15
1141,copyright,0.239,0.111,0.007,0.037,0.128,0.088,0.033,0.208,0.004,0.147,0.159,0.165,0.163,0.248,0.036,0.034,0.086,0.102,0.047,0.069,0.248,arts,3
2483,legal decision,0.083,0.022,0.010,0.010,0.071,0.003,0.034,0.064,0.000,0.020,0.032,0.026,0.122,0.000,0.001,0.044,0.032,0.015,0.249,0.188,0.249,equity,4
2545,litter receptacles (street furniture),0.000,0.001,0.068,0.002,0.000,0.000,0.002,0.010,0.001,0.001,0.002,0.013,0.249,0.000,0.000,0.001,0.002,0.000,0.002,0.000,0.249,safety,3
4304,tax apportionment,0.001,0.007,0.001,0.001,0.002,0.000,0.001,0.008,0.000,0.002,0.001,0.004,0.002,0.000,0.000,0.015,0.004,0.000,0.130,0.249,0.249,business,34
731,cadastral surveys,0.002,0.001,0.002,0.001,0.003,0.006,0.002,0.012,0.000,0.003,0.007,0.156,0.019,0.002,0.250,0.002,0.013,0.004,0.019,0.007,0.250,childcare,10
4077,special needs youth,0.208,0.021,0.000,0.000,0.034,0.011,0.001,0.128,0.002,0.013,0.001,0.000,0.006,0.030,0.094,0.001,0.001,0.250,0.200,0.000,0.250,healthcare,13
2427,landscaping,0.000,0.000,0.000,0.001,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.250,parks,71
4015,snow centres,0.001,0.000,0.000,0.000,0.000,0.001,0.002,0.003,0.001,0.000,0.250,0.057,0.022,0.001,0.000,0.001,0.007,0.000,0.010,0.002,0.250,climate,2
58,Indians (native),0.096,0.001,0.004,0.000,0.021,0.098,0.002,0.250,0.001,0.058,0.004,0.018,0.101,0.155,0.007,0.000,0.031,0.002,0.122,0.002,0.250,transit,67
2853,naturalization,0.115,0.012,0.000,0.021,0.074,0.043,0.013,0.080,0.003,0.229,0.139,0.086,0.225,0.172,0.002,0.033,0.026,0.030,0.250,0.038,0.250,equity,3
2850,natural resource management,0.000,0.002,0.000,0.002,0.251,0.000,0.000,0.001,0.000,0.050,0.015,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.251,parks,2
4955,zoning by-laws,0.251,0.013,0.001,0.007,0.001,0.020,0.000,0.002,0.001,0.001,0.000,0.001,0.005,0.000,0.001,0.000,0.000,0.000,0.003,0.028,0.251,housing,2187
4559,tree pruning,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.001,0.001,0.000,0.130,0.026,0.000,0.001,0.002,0.000,0.018,0.251,0.251,business,13
3281,pollution,0.030,0.006,0.000,0.004,0.003,0.001,0.252,0.028,0.038,0.000,0.002,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.252,traffic,11
4098,sports,0.000,0.252,0.000,0.002,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.002,0.000,0.000,0.001,0.010,0.000,0.020,0.000,0.252,bikes,74
